Status,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Tuition_fees_up_to_date,Scholarship_holder,Age_at_enrollment,Application_mode,Debtor,Gender,Course,Curricular_units_2nd_sem_enrolled,Mothers_qualification,Admission_grade,Displaced,Curricular_units_2nd_sem_evaluations,Marital_status,Previous_qualification_grade,Mothers_occupation,Curricular_units_2nd_sem_without_evaluations,GDP,Age_grouped,Admission_grade_grouped,Curricular_units_2nd_sem_grade_grouped,Previous_qualification_grade_grouped
Dropout,0,0.0,1,0,19,1 - 1st phase - general contingent,0,1,9773 - Journalism and Communication,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,122.8,0,0,1 – single,121.0,9 - Unskilled Workers,0,1.79,17-20,121-130,0-3,121-130
Graduate,6,16.2,1,1,34,39 - Over 23 years old,1,0,9853 - Basic Education,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,140.0,0,10,2 – married,130.0,"7 - Skilled Workers in Industry, Construction and Craftsmen",0,-3.12,31-40,141-150,15-18,131-140
Graduate,7,11.785714285714286,1,1,18,18 - 3rd phase - general contingent,0,0,9500 - Nursing,8,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,125.3,1,8,1 – single,135.0,9 - Unskilled Workers,0,-1.7,17-20,121-130,9-12,131-140
Graduate,8,13.42375,1,1,18,1 - 1st phase - general contingent,0,0,9500 - Nursing,8,1 - Secondary Education - 12th Year of Schooling or Eq.,126.3,1,8,1 – single,137.0,4 - Administrative staff,0,-3.12,17-20,121-130,12-15,131-140
Graduate,5,14.166666666666666,1,0,20,1 - 1st phase - general contingent,0,0,9670 - Advertising and Marketing Management,6,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,100.0,0,10,1 – single,100.0,9 - Unskilled Workers,0,2.02,17-20,101-110,12-15,101-110
Graduate,7,12.464285714285714,1,1,20,17 - 2nd phase - general contingent,0,0,9500 - Nursing,8,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,121.3,1,8,1 – single,127.0,9 - Unskilled Workers,0,1.74,17-20,121-130,12-15,121-130
Enrolled,5,12.6,1,0,23,53 - Short cycle diploma holders,1,0,9991 - Management (evening attendance),9,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,135.0,0,15,1 – single,140.0,191 - Cleaning workers,0,3.51,21-25,131-140,12-15,141-150
Dropout,0,0.0,1,0,28,39 - Over 23 years old,0,0,9670 - Advertising and Marketing Management,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,120.0,0,9,1 – single,140.0,"6 - Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",0,1.74,26-30,121-130,0-3,141-150
Enrolled,6,12.428571428571429,1,0,18,17 - 2nd phase - general contingent,0,0,9773 - Journalism and Communication,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,113.7,0,10,1 – single,121.0,9 - Unskilled Workers,0,-4.06,17-20,111-120,12-15,121-130
Graduate,4,12.4,1,0,19,43 - Change of course,0,0,9147 - Management,5,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,129.7,1,6,1 – single,131.0,9 - Unskilled Workers,0,-0.92,17-20,121-130,12-15,131-140
Dropout,4,12.0,1,0,34,1 - 1st phase - general contingent,0,0,9147 - Management,5,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,132.1,1,6,2 – married,151.0,9 - Unskilled Workers,0,0.32,31-40,131-140,12-15,151-160
Dropout,0,0.0,1,0,35,51 - Change of institution/course,0,0,9853 - Basic Education,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,120.3,0,0,2 – married,130.0,"7 - Skilled Workers in Industry, Construction and Craftsmen",0,3.51,31-40,121-130,0-3,131-140
Graduate,5,12.333333333333334,1,0,32,7 - Holders of other higher courses,0,0,9991 - Management (evening attendance),5,37 - Basic education 1st cycle (4th/5th year) or equiv.,120.0,0,8,1 – single,120.0,9 - Unskilled Workers,0,1.79,31-40,121-130,12-15,121-130
Graduate,6,13.5,1,0,19,17 - 2nd phase - general contingent,0,0,9254 - Tourism,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,123.1,1,6,1 – single,136.0,4 - Administrative staff,0,2.02,17-20,121-130,12-15,131-140
Graduate,5,12.666666666666666,1,0,18,17 - 2nd phase - general contingent,0,0,9670 - Advertising and Marketing Management,6,1 - Secondary Education - 12th Year of Schooling or Eq.,119.4,1,7,1 – single,125.0,9 - Unskilled Workers,0,2.02,17-20,111-120,12-15,121-130
Dropout,5,11.8,0,0,35,39 - Over 23 years old,0,0,9147 - Management,5,37 - Basic education 1st cycle (4th/5th year) or equiv.,140.0,0,8,2 – married,133.1,9 - Unskilled Workers,0,-3.12,31-40,141-150,9-12,131-140
Enrolled,4,11.5,1,1,24,39 - Over 23 years old,0,1,8014 - Social Service (evening attendance),6,1 - Secondary Education - 12th Year of Schooling or Eq.,116.5,0,10,1 – single,133.1,4 - Administrative staff,0,1.79,21-25,111-120,9-12,131-140
Graduate,6,12.625,1,1,20,17 - 2nd phase - general contingent,0,0,9238 - Social Service,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,113.0,1,8,1 – single,120.0,9 - Unskilled Workers,0,0.79,17-20,111-120,12-15,121-130
Graduate,6,13.0,1,1,18,1 - 1st phase - general contingent,0,1,9773 - Journalism and Communication,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133.9,1,7,1 – single,143.0,4 - Administrative staff,0,-0.92,17-20,131-140,12-15,141-150
Graduate,7,13.024285714285714,1,1,20,1 - 1st phase - general contingent,0,1,9500 - Nursing,8,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,115.5,1,8,1 – single,133.1,"7 - Skilled Workers in Industry, Construction and Craftsmen",0,1.74,17-20,111-120,12-15,131-140
Dropout,0,0.0,0,0,18,17 - 2nd phase - general contingent,0,1,9254 - Tourism,6,1 - Secondary Education - 12th Year of Schooling or Eq.,116.5,1,0,1 – single,121.0,4 - Administrative staff,0,-3.12,17-20,111-120,0-3,121-130
Graduate,5,18.571428571428573,1,1,18,1 - 1st phase - general contingent,0,1,9119 - Informatics Engineering,5,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,171.2,0,8,1 – single,168.0,4 - Administrative staff,0,1.79,17-20,>170,,161-170
Graduate,4,11.5,1,1,20,1 - 1st phase - general contingent,0,1,9670 - Advertising and Marketing Management,5,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,119.1,0,7,1 – single,124.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,-3.12,17-20,111-120,9-12,121-130
Dropout,6,12.5,1,0,19,17 - 2nd phase - general contingent,0,1,9853 - Basic Education,7,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,121.1,1,9,1 – single,127.0,3 - Intermediate Level Technicians and Professions,0,1.79,17-20,121-130,12-15,121-130
Enrolled,5,13.8,1,1,20,1 - 1st phase - general contingent,0,1,9070 - Communication Design,6,1 - Secondary Education - 12th Year of Schooling or Eq.,132.9,1,6,1 – single,129.0,4 - Administrative staff,0,0.32,17-20,131-140,12-15,121-130
Graduate,6,11.833333333333334,1,0,19,1 - 1st phase - general contingent,0,1,9238 - Social Service,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,132.8,0,8,1 – single,137.0,9 - Unskilled Workers,0,1.74,17-20,131-140,9-12,131-140
Graduate,4,11.5,1,0,20,1 - 1st phase - general contingent,0,1,9773 - Journalism and Communication,6,Others,126.7,1,11,1 – single,120.0,0 - Student,0,0.32,17-20,121-130,9-12,121-130
Graduate,7,13.771428571428572,1,0,22,1 - 1st phase - general contingent,0,1,9500 - Nursing,8,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,105.8,1,9,1 – single,110.0,9 - Unskilled Workers,0,2.02,21-25,101-110,12-15,111-120
Enrolled,6,13.625,1,1,18,17 - 2nd phase - general contingent,0,1,9119 - Informatics Engineering,6,1 - Secondary Education - 12th Year of Schooling or Eq.,117.2,0,10,1 – single,120.0,9 - Unskilled Workers,0,2.02,17-20,111-120,12-15,121-130
Graduate,7,14.285714285714286,1,0,19,1 - 1st phase - general contingent,0,1,9500 - Nursing,8,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,140.0,0,8,1 – single,143.0,9 - Unskilled Workers,0,-1.7,17-20,141-150,12-15,141-150
Dropout,2,10.0,1,0,22,44 - Technological specialization diploma holders,0,1,9003 - Agronomy,6,1 - Secondary Education - 12th Year of Schooling or Eq.,120.0,0,12,1 – single,120.0,9 - Unskilled Workers,0,0.79,21-25,121-130,9-12,121-130
Graduate,5,17.6,1,0,20,17 - 2nd phase - general contingent,0,1,9119 - Informatics Engineering,5,4 - Higher Education - Master's,119.5,1,5,1 – single,124.0,2 - Specialists in Intellectual and Scientific Activities,0,3.51,17-20,111-120,15-18,121-130
Dropout,0,0.0,0,0,34,39 - Over 23 years old,1,1,9003 - Agronomy,6,1 - Secondary Education - 12th Year of Schooling or Eq.,153.9,0,0,2 – married,168.0,9 - Unskilled Workers,0,1.79,31-40,151-160,0-3,161-170
Dropout,0,0.0,1,0,24,39 - Over 23 years old,0,1,8014 - Social Service (evening attendance),5,1 - Secondary Education - 12th Year of Schooling or Eq.,130.0,0,5,2 – married,133.1,4 - Administrative staff,0,-0.92,21-25,131-140,0-3,131-140
Dropout,0,0.0,1,0,26,39 - Over 23 years old,0,1,9670 - Advertising and Marketing Management,5,34 - Unknown,107.0,1,5,1 – single,150.0,0 - Student,0,0.32,26-30,101-110,0-3,151-160
Dropout,5,12.38,1,0,35,39 - Over 23 years old,0,1,9500 - Nursing,7,37 - Basic education 1st cycle (4th/5th year) or equiv.,132.8,0,9,1 – single,140.0,9 - Unskilled Workers,0,1.79,31-40,131-140,12-15,141-150
Graduate,5,11.8,1,0,22,1 - 1st phase - general contingent,0,1,9991 - Management (evening attendance),5,2 - Higher Education - Bachelor's Degree,127.5,1,7,1 – single,145.0,4 - Administrative staff,0,0.32,21-25,121-130,9-12,141-150
Enrolled,3,12.0,1,0,26,18 - 3rd phase - general contingent,0,1,9254 - Tourism,6,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,123.3,1,11,1 – single,118.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,-3.12,26-30,121-130,12-15,111-120
Dropout,0,0.0,1,0,19,17 - 2nd phase - general contingent,0,1,9147 - Management,5,1 - Secondary Education - 12th Year of Schooling or Eq.,122.0,0,5,1 – single,123.0,3 - Intermediate Level Technicians and Professions,0,3.51,17-20,121-130,0-3,121-130
Dropout,0,0.0,0,0,19,1 - 1st phase - general contingent,0,1,9254 - Tourism,6,3 - Higher Education - Degree,114.8,1,0,1 – single,120.0,3 - Intermediate Level Technicians and Professions,0,3.51,17-20,111-120,0-3,121-130
Graduate,0,0.0,1,0,20,44 - Technological specialization diploma holders,1,1,171 - Animation and Multimedia Design,0,3 - Higher Education - Degree,140.0,0,0,1 – single,140.0,2 - Specialists in Intellectual and Scientific Activities,0,-4.06,17-20,141-150,0-3,141-150
Graduate,8,13.333333333333334,1,0,21,51 - Change of institution/course,1,1,9670 - Advertising and Marketing Management,8,3 - Higher Education - Degree,111.0,0,9,1 – single,126.0,"1 - Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",0,2.02,21-25,111-120,12-15,121-130
Graduate,6,15.0,1,1,19,1 - 1st phase - general contingent,0,0,9773 - Journalism and Communication,6,1 - Secondary Education - 12th Year of Schooling or Eq.,133.2,1,6,1 – single,137.0,"7 - Skilled Workers in Industry, Construction and Craftsmen",0,0.79,17-20,131-140,15-18,131-140
Graduate,6,12.833333333333334,1,0,18,1 - 1st phase - general contingent,0,0,9773 - Journalism and Communication,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,123.0,1,7,1 – single,130.0,9 - Unskilled Workers,0,-1.7,17-20,121-130,12-15,131-140
Graduate,10,13.3,1,1,23,53 - Short cycle diploma holders,0,0,9003 - Agronomy,10,1 - Secondary Education - 12th Year of Schooling or Eq.,150.0,0,12,1 – single,150.0,8 - Installation and Machine Operators and Assembly Workers,0,3.51,21-25,151-160,12-15,151-160
Graduate,5,12.2,1,1,18,17 - 2nd phase - general contingent,0,0,9147 - Management,5,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,132.3,1,6,1 – single,147.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,-1.7,17-20,131-140,12-15,141-150
Graduate,7,13.314285714285717,1,0,18,18 - 3rd phase - general contingent,0,0,9500 - Nursing,8,37 - Basic education 1st cycle (4th/5th year) or equiv.,126.0,1,8,1 – single,140.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,-1.7,17-20,121-130,12-15,141-150
Graduate,7,11.98857142857143,1,0,19,1 - 1st phase - general contingent,0,0,9500 - Nursing,8,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,119.3,1,8,1 – single,132.0,9 - Unskilled Workers,0,1.74,17-20,111-120,9-12,131-140
Graduate,8,12.88888888888889,1,0,21,53 - Short cycle diploma holders,0,0,9147 - Management,9,1 - Secondary Education - 12th Year of Schooling or Eq.,133.8,1,13,1 – single,130.0,Others,0,3.51,21-25,131-140,12-15,131-140
Graduate,6,13.875,1,1,18,1 - 1st phase - general contingent,0,0,9085 - Veterinary Nursing,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,126.5,1,8,1 – single,130.0,9 - Unskilled Workers,0,-4.06,17-20,121-130,12-15,131-140
Graduate,6,12.833333333333334,1,1,24,1 - 1st phase - general contingent,0,0,9773 - Journalism and Communication,6,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,138.4,1,6,1 – single,151.0,9 - Unskilled Workers,0,1.74,21-25,131-140,12-15,151-160
Dropout,8,13.411111111111111,1,0,18,1 - 1st phase - general contingent,0,0,9500 - Nursing,8,3 - Higher Education - Degree,129.0,1,9,1 – single,144.0,2 - Specialists in Intellectual and Scientific Activities,0,-0.92,17-20,121-130,12-15,141-150
Enrolled,3,12.0,1,0,18,1 - 1st phase - general contingent,0,0,9670 - Advertising and Marketing Management,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,118.3,1,10,1 – single,127.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,0.79,17-20,111-120,12-15,121-130
Graduate,7,14.65,1,0,20,17 - 2nd phase - general contingent,0,0,9500 - Nursing,8,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,129.8,1,10,1 – single,131.0,9 - Unskilled Workers,0,1.79,17-20,121-130,12-15,131-140
Enrolled,4,11.75,1,0,19,17 - 2nd phase - general contingent,0,0,9085 - Veterinary Nursing,5,1 - Secondary Education - 12th Year of Schooling or Eq.,113.6,1,8,1 – single,123.0,4 - Administrative staff,0,-3.12,17-20,111-120,9-12,121-130
Dropout,3,10.666666666666666,0,1,18,1 - 1st phase - general contingent,0,0,9773 - Journalism and Communication,6,34 - Unknown,128.3,1,15,1 – single,130.0,0 - Student,0,0.32,17-20,121-130,9-12,131-140
Dropout,3,11.0,1,1,19,43 - Change of course,0,0,9254 - Tourism,6,1 - Secondary Education - 12th Year of Schooling or Eq.,130.0,0,14,1 – single,130.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,1.74,17-20,131-140,9-12,131-140
Graduate,5,11.2,1,0,19,17 - 2nd phase - general contingent,0,0,9853 - Basic Education,6,1 - Secondary Education - 12th Year of Schooling or Eq.,121.9,1,7,1 – single,131.0,4 - Administrative staff,0,1.74,17-20,121-130,9-12,131-140
Graduate,6,12.333333333333334,1,0,18,1 - 1st phase - general contingent,1,0,9238 - Social Service,6,1 - Secondary Education - 12th Year of Schooling or Eq.,129.4,0,6,1 – single,135.0,9 - Unskilled Workers,0,1.74,17-20,121-130,12-15,131-140
Enrolled,6,14.0,1,0,20,1 - 1st phase - general contingent,0,0,9853 - Basic Education,7,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,115.3,1,8,1 – single,123.0,Others,0,2.02,17-20,111-120,12-15,121-130
Graduate,8,13.76375,1,1,18,1 - 1st phase - general contingent,0,0,9500 - Nursing,8,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,125.5,1,8,1 – single,145.0,9 - Unskilled Workers,0,-3.12,17-20,121-130,12-15,141-150
Graduate,6,12.8,1,1,19,17 - 2nd phase - general contingent,0,0,9556 - Oral Hygiene,7,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,117.8,1,8,1 – single,118.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,2.02,17-20,111-120,12-15,111-120
Enrolled,2,12.0,1,0,18,17 - 2nd phase - general contingent,0,0,9147 - Management,5,3 - Higher Education - Degree,118.7,1,11,1 – single,125.0,2 - Specialists in Intellectual and Scientific Activities,0,0.79,17-20,111-120,12-15,121-130
Graduate,6,14.333333333333334,1,0,18,1 - 1st phase - general contingent,0,0,9500 - Nursing,7,37 - Basic education 1st cycle (4th/5th year) or equiv.,139.0,1,7,1 – single,152.0,9 - Unskilled Workers,0,0.32,17-20,131-140,12-15,151-160
Enrolled,2,12.666666666666666,1,0,21,1 - 1st phase - general contingent,0,0,9085 - Veterinary Nursing,6,1 - Secondary Education - 12th Year of Schooling or Eq.,98.9,1,13,1 – single,101.0,4 - Administrative staff,0,2.02,21-25,<=100,12-15,101-110
Dropout,0,0.0,0,0,19,17 - 2nd phase - general contingent,1,0,9254 - Tourism,6,34 - Unknown,137.7,1,13,1 – single,137.0,0 - Student,0,0.32,17-20,131-140,0-3,131-140
Graduate,8,14.622222222222224,1,0,21,1 - 1st phase - general contingent,0,0,9500 - Nursing,8,1 - Secondary Education - 12th Year of Schooling or Eq.,113.6,1,9,1 – single,123.0,3 - Intermediate Level Technicians and Professions,0,1.79,21-25,111-120,12-15,121-130
Enrolled,3,13.75,1,0,18,1 - 1st phase - general contingent,0,0,9085 - Veterinary Nursing,6,4 - Higher Education - Master's,113.4,0,17,1 – single,120.0,2 - Specialists in Intellectual and Scientific Activities,0,2.02,17-20,111-120,12-15,121-130
Graduate,8,13.9125,1,1,18,17 - 2nd phase - general contingent,0,0,9556 - Oral Hygiene,8,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,128.5,0,8,1 – single,131.0,9 - Unskilled Workers,0,-1.7,17-20,121-130,12-15,131-140
Graduate,8,13.994444444444444,1,0,18,1 - 1st phase - general contingent,0,0,9500 - Nursing,8,1 - Secondary Education - 12th Year of Schooling or Eq.,142.8,0,9,1 – single,141.0,3 - Intermediate Level Technicians and Professions,0,2.02,17-20,141-150,12-15,141-150
Dropout,1,12.0,0,0,23,1 - 1st phase - general contingent,0,0,9130 - Equinculture,5,3 - Higher Education - Degree,137.7,0,10,1 – single,144.0,"1 - Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",3,1.74,21-25,131-140,12-15,141-150
Enrolled,4,12.0,1,0,20,1 - 1st phase - general contingent,0,0,9238 - Social Service,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,103.5,1,9,1 – single,107.0,"7 - Skilled Workers in Industry, Construction and Craftsmen",0,-0.92,17-20,101-110,12-15,101-110
Graduate,8,13.333333333333334,1,0,18,1 - 1st phase - general contingent,0,0,9500 - Nursing,8,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,123.2,0,9,1 – single,133.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,-0.92,17-20,121-130,12-15,131-140
Enrolled,5,10.4,1,0,19,17 - 2nd phase - general contingent,0,0,9853 - Basic Education,6,1 - Secondary Education - 12th Year of Schooling or Eq.,126.0,1,8,1 – single,126.0,2 - Specialists in Intellectual and Scientific Activities,0,0.32,17-20,121-130,9-12,121-130
Enrolled,6,11.685714285714283,1,1,27,39 - Over 23 years old,0,0,9500 - Nursing,7,1 - Secondary Education - 12th Year of Schooling or Eq.,121.7,0,9,1 – single,133.1,3 - Intermediate Level Technicians and Professions,0,1.79,26-30,121-130,9-12,131-140
Enrolled,4,12.0,0,1,19,17 - 2nd phase - general contingent,1,0,9147 - Management,5,37 - Basic education 1st cycle (4th/5th year) or equiv.,142.8,1,5,1 – single,147.0,9 - Unskilled Workers,0,2.02,17-20,141-150,12-15,141-150
Dropout,5,11.0,1,0,21,43 - Change of course,0,0,9130 - Equinculture,6,1 - Secondary Education - 12th Year of Schooling or Eq.,120.0,1,13,1 – single,120.0,9 - Unskilled Workers,1,-4.06,21-25,121-130,9-12,121-130
Graduate,7,11.4,1,1,19,18 - 3rd phase - general contingent,0,0,9500 - Nursing,8,37 - Basic education 1st cycle (4th/5th year) or equiv.,119.3,1,8,1 – single,130.0,"7 - Skilled Workers in Industry, Construction and Craftsmen",0,1.74,17-20,111-120,9-12,131-140
Graduate,6,11.333333333333334,1,1,21,44 - Technological specialization diploma holders,0,0,9238 - Social Service,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,121.0,0,8,1 – single,120.0,"6 - Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",0,0.79,21-25,121-130,9-12,121-130
